Country,Channel Name,Category,Main Video Category,username,followers,Main topic,More topics,Likes,Boost Index,Engagement Rate,Engagement Rate 60days,Views,Views Avg.,Avg. 1 Day,Avg. 3 Day,Avg. 7 Day,Avg. 14 Day,Avg. 30 day,Avg. 60 day,Comments Avg,Youtube Link
US,Vlad và Nikita,Unknown,Entertainment,Vlad và Nikita,25300000,Lifestyle,"Music,Hobby,Lifestyle",38015965.4058577,79,1.050717915,0.169756023,16055918867,33811028.5,660250,660250,1110927,1112283.2,1857361,3977411.82352941,0,UCcOMTVILq-yIqtFmOqt-QOg
IN,Techno Gamerz,Unknown,Gaming,Techno Gamerz,27500000,Action game,"Gaming,Action game,Role-playing video game,Music,Action-adventure game",350302694.129032,20,0.262711508,0.300654301,6945063533,10295601.6666667,447485,1783978.5,3374544.33333333,5457865.33333333,7033370.27272727,7812998.57142857,32943.270967742,UCX8pnu3DYUnx8qy8V_c6oHg
US,Markiplier,Gaming & Apps,Gaming,Markiplier,33100000,Gaming,"Gaming,Action game,Role-playing video game,Action-adventure game",859070583.978982,80,0.104001857,0.109912599,18502660860,3858356.5,,1285662,1735298,2510203.66666667,2948056.82352941,3459967.95,12199.219026549,UC7_YxT-KID8kRbqZo7MyscQ
IN,SAB TV,Gaming & Apps,Entertainment,SAB TV,69300000,Entertainment,"Entertainment,TV shows,Movies",109283010.678162,70,0.002536362,0.003490035,80431073293,160502.897744041,72827.25,112895.188034188,140187.537313433,143057.956097561,216374.806818182,239781.155187446,77.124992901,UC6-F5tO8uklgE9Zy8IvbdFw
Unknown,Ed Sheeran,Music,Music,Ed Sheeran,52100000,Hip hop music,"Music,Hip hop music,Pop music,Rock music",97976609.8,82,0.424189408,0.027331229,27642363836,17368940.5,,,,,,1019705.6,9184.475,UC0C-w0YjGpqDXGB8IHb662A
IN,Aaj Tak,Gaming & Apps,News & Politics,Aaj Tak,52300000,Society,Society,204913414.410268,67,0.002471868,0.001271688,19574295579,68319.622638126,32979.651933702,35508.872549020,38195.909090909,44029.790598291,75312.649700599,65271.837083708,159.212370947,UCt4t-jeY85JegMlZ-E5UWtA
US,rezendeevil,Gaming & Apps,Gaming,rezendeevil,29600000,Technology,"Lifestyle,Technology",924433049.726815,78,0.026044129,0.016931530,12562836296,906547.163888889,82099.5,100924,178473.875,257987.333333333,381732.53125,419113.774193548,1917.941289240,UCbTVTephX30ZhQF5zwFppBg
US,Smosh,Gaming & Apps,Comedy,Smosh,25000000,Entertainment,"Entertainment,Lifestyle,Movies",63423871.8924731,82,0.054978010,0.018322223,10167665364,1668707.5,,191825,226571,221784.333333333,293990.923076923,408676.892857143,2467.537634409,UCY30JRSgfhYXA6i6xX1erWg
US,LooLoo Kids - Nursery Rhymes and Children's Songs,Music,Music,LooLoo Kids - Nursery Rhymes and Children's Songs,49400000,Entertainment,"Music,Movies,Entertainment",25323367.1528662,66,0.232845666,0.019711646,28700714072,18526700.5,,62846,206363.5,176466.625,371785.136363636,927003.6,29.627388535,UC4NALVCmcmL5ntpV0thoH6w
PR,Ozuna,Gaming & Apps,Music,Ozuna,35100000,Hip hop music,"Music,Hip hop music,Electronic music,Music of Latin America,Pop music",54789654.8690476,74,1.413863831,0.011736924,20871652286,57492026.25,0,0,0,0,0,0,12041.547619048,UCjIA3wwhi0QjSOXAZwOXbPA
TH,Ch3Thailand,None,Entertainment,Ch3Thailand,31200000,Entertainment,"Entertainment,TV shows,Movies",63299814.3598016,70,0.004420955,2.836190936e-05,19837406735,148991.965561201,0,0,0,0,0,0,46.316830567,UC48h7Dst_hX82HxOf3xJw_w
KR,BLACKPINK,Gaming & Apps,People & Blogs,BLACKPINK,75100000,Music,"Entertainment,Music of Asia,Music,Pop music",617573971.966527,69,0.547490564,0.065258318,24247825120,17409820,,,,,,3201574,135847.30125523,UCOmHUn--16B90oW2L6FRR3A
US,MrBeast,Gaming & Apps,Entertainment,MrBeast,98100000,Lifestyle,"Entertainment,Lifestyle,Technology",1731833460.85263,60,0.729209550,0.570270225,16242634269,98762497.25,,,29941021,29941021,29941021,53434733,113432.373684211,UCX6OQ3DkcsbYNE6H8uQQuVA
PH,GMANetwork,Unknown,TV shows,GMANetwork,26900000,TV shows,"Entertainment,TV shows,Movies",95213545.1869723,82,0.002196694,0.002348604,25604805615,92213.3,31436.296296296,41574.212962963,45189.850746269,45189.850746269,45184.349514563,62285.495621716,35.874547648,UCKL5hAuzgFQsyrsQKgU0Qng
IN,T-Series Apna Punjab,Gaming & Apps,Music,T-Series Apna Punjab,32000000,Music,"Music,Music of Asia",90640279.523848,66,0.036435724,0.011985001,18718057901,1076795.57696078,8860.333333333,224061.875,200608.35,247945.025641026,275649.033333333,368579.058823529,747.388843977,UCcvNYxWXR_5TjVK7cSCdW-g
KW,AboFlah,Unknown,Gaming,AboFlah,25900000,Gaming,"Gaming,Action game,Action-adventure game,Role-playing video game",364937178.254237,40,0.214337591,0.212722238,3512893392,7485437.5,,,4066882.5,3680625.5,4213970.625,4806892.375,35452.389830508,UCqq5n-Oe-r1EEHI3yvhVJcA
IN,infobells - Telugu,Gaming & Apps,Education,infobells - Telugu,26100000,Entertainment,"Music,Movies,Entertainment",10179286.7137255,60,0.260695404,0.031662905,13297351906,3496057,,31393,31393,253199.5,740506,801919.222222222,13.164705882,UCHvoq_rGmOKJKGId1nD1V4Q
BR,GR6 EXPLODE,Music,Music,GR6 EXPLODE,37500000,Music of Latin America,"Music of Latin America,Hip hop music,Music",245579644.718483,75,0.077993528,0.019407633,23660684066,1665857.18181818,62466,70089.666666667,98606.571428571,336731.428571429,363677.772727273,667434.634146341,1047.185363248,UCNUQK9mQoqi4yNXw2_Rj6SA
Unknown,TEDx Talks,None,Nonprofits & Activism,TEDx Talks,35400000,Knowledge,"Society,Lifestyle,Knowledge",14380162.5809308,75,0.000260992,7.451865193e-05,6555696786,680.606455832,455.616279070,703.047337278,1514.183168317,2973.298672566,2508.608,2553.057256991,6.696834708,UCsT0YIqwnpJCM-mx7-gSA4Q
US,व्लाद और निकिता,Unknown,Entertainment,व्लाद और निकिता,25500000,Lifestyle,"Hobby,Lifestyle",29021658.2065217,1,0.583467514,0.053745590,15541923143,17177309.5,8062,8062,544836.666666667,608384.2,894343.9,1300580.85,0,UCUMxxg0KvWiSWHUXRPpnKzw
Unknown,Taylor Swift,Gaming & Apps,Music,Taylor Swift,46800000,Music,"Music,Pop music",22039543.26,60,0.092574450,0.002608206,25296371488,3935723,0,0,0,0,0,0,5452.68,UCqECaJ8Gagnn7YCbPEzWH6g
IN,Colors TV,Gaming & Apps,Entertainment,Colors TV,53400000,Movies,"TV shows,Movies,Entertainment",182929448.024766,73,0.004375592,0.001515210,50613413464,298656.935714286,73708.5,76024.619047619,78609.059701493,78609.059701493,78609.059701493,78609.059701493,93.516313933,UC55IWqFLDH1Xp7iu1_xknRA
Unknown,LosPolinesios,Beauty & Fashion,People & Blogs,LosPolinesios,25400000,Technology,"Lifestyle,Technology",139004885.297468,74,0.190015552,0.088973748,6991512884,6840580.25,,714276,1003759.5,1410764.66666667,2109181.83333333,2048882.625,17180.436708861,UCs8qka8tfhdc69wzXYdtZ3A
Unknown,Rihanna,Fashion,Entertainment,Rihanna,39400000,Music,"Music,Pop music",1205009.12,42,0.028029583,0.000408233,19885240007,846463,0,0,0,0,0,0,831.1,UCcgqSM4YEo5vVQpqwN-MaNw
IN,Goldmines Gaane Sune Ansune,Gaming & Apps,Music,Goldmines Gaane Sune Ansune,33800000,Music of Asia,"Music,Movies,Music of Asia,Entertainment",3356772.55843469,63,0.008749589,0.005976862,13932481911,143054.414285714,5318.666666667,31948.727272727,37739.703703704,49622.208333333,116277.087912088,193126.227272727,38.607086198,UCtW7qWjpCZ8zps-Cf2NF26w
BR,Marília Mendonça,Gaming & Apps,Music,Marília Mendonça,24600000,Music of Latin America,"Music of Latin America,Music,Pop music",90087647.6923077,71,5.428497421,0.033836693,16185158471,205450048,0,0,0,0,0,0,13404.038461538,UCwfEOn0O1DWcyTgzVVu28ig
IN,Goldmines Telefilms,None,Film & Animation,Goldmines Telefilms,72000000,Movies,"Entertainment,Movies",63642295.5590551,69,0.022443868,0.006294404,17652030516,850610.166203552,83611.5,104979.638888889,86986.75,89256.875,201000.322128852,435703.146919431,495.476870079,UCyoXW-Dse7fURq30EWl_CUA
Unknown,Bruno Mars,Music,Music,Bruno Mars,35100000,Rhythm and blues,"Music,Rhythm and blues,Hip hop music,Pop music",82066537.66,80,2.739238555,0.029151866,17193624383,42594367,,,,,,149680,27503.7,UCoUM-UJ7rirJYP8CQ0EIaHA
KR,ibighit,Music,Music,ibighit,67300000,Music,"Entertainment,Music of Asia,Music,Pop music",636497162.103953,72,0.146919052,0.098744402,23493409219,2975123.59375,1638377.5,3204908.25,6485276,4541104.94444444,5417138.3125,5859925.74603175,98952.067349927,UC3IZKseVpdzPSBaWxBxundA
